sent_id,id,tb,lemma,pos,case,number,person,mood,polarity,tense,evidentiality,verb form,aspect,pronominal type,possessor's person,possessor's number,voice,numeral type,reflexivity
bio_1762,5,v2.11,.,punctuation,,,,,,,,,,,,,,,
pop_1600,1,v2.8,"""İs",noun,nominative,singular number,third person,,,,,,,,,,,,
pop_1600,2,v2.8,...,punctuation,,,,,,,,,,,,,,,
pop_1600,3,v2.8,yorgun,noun,nominative,singular number,third person,,,,,,,,first person,singular number,,,
pop_1600,4,v2.8,b,interjection,,,,,,,,,,,,,,,
pop_1600,5,v2.8,!,punctuation,,,,,,,,,,,,,,,
pop_1600,6,v2.8,"..""",punctuation,,,,,,,,,,,,,,,
ins_793,1,v2.8,bu,pronoun,accusative,singular number,third person,,,,,,,,,,,,
ins_793,2,v2.8,söyle,verb,nominative,,,,positive,,,,,,,,,,
ins_793,3,v2.8,iste,verb,,singular number,first person,,positive,past tense,first hand,,perfect aspect,,,,,,
ins_793,4,v2.8,.,punctuation,,,,,,,,,,,,,,,
ins_793,1,v2.11,bu,pronoun,accusative,singular number,third person,,,,,,,demonstrative pronoun,,,,,
ins_793,2,v2.11,söyle,verb,nominative,singular number,third person,,positive,,,verbal noun,,,,,,,
ins_793,3-4,v2.11,,,,,,,,,,,,,,,,,
ins_793,3,v2.11,iste,verb,,,,,positive,,,participle,perfect aspect,,,,,,
ins_793,4,v2.11,y,auxiliary verb,,singular number,first person,,positive,past tense,first hand,,,,,,,,
ins_793,5,v2.11,.,punctuation,,,,,,,,,,,,,,,
news_564,1,v2.8,oluş,verb,,,,,positive,present tense,,participle,,,,,passive voice,,
news_564,2,v2.8,metin,noun,genitive,singular number,third person,,,,,,,,,,,,
news_564,3,v2.8,izle,noun,nominative,plural number,third person,,positive,,,,,,,,,,
news_564,4,v2.8,taraf,noun,ablative,singular number,third person,,,,,,,,third person,singular number,,,
news_564,5,v2.8,anlam,verb,nominative,singular number,third person,,positive,,,,,,third person,singular number,passive voice,,
news_564,6,v2.8,i,auxiliary verb,,singular number,third person,conditional,positive,,,,,,,,,,
news_564,7,v2.8,zaman,noun,instrumental,singular number,third person,,,,,,,,,,,,
news_564,8,v2.8,ol,verb,,singular number,third person,,positive,present tense,,,progressive aspect,,,,,,
news_564,9,v2.8,.,punctuation,,,,,,,,,,,,,,,
news_564,1,v2.11,oluş,verb,,,,,positive,present tense,,participle,,,,,passive voice,,
news_564,2,v2.11,metin,noun,genitive,singular number,third person,,,,,,,,,,,,
news_564,3,v2.11,izle,noun,nominative,plural number,third person,,positive,,,,,,,,,,
news_564,4,v2.11,taraf,noun,ablative,singular number,third person,,,,,,,,third person,singular number,,,
news_564,5,v2.11,anlam,verb,nominative,singular number,third person,,positive,,,verbal noun,,,third person,singular number,passive voice,,
news_564,6,v2.11,i,particle,,,,,,,,,,,,,,,
news_564,7,v2.11,zaman,noun,instrumental,singular number,third person,,,,,,,,,,,,
news_564,8,v2.11,ol,verb,,singular number,third person,,positive,present tense,,,imperfect aspect,,,,,,
news_564,9,v2.11,.,punctuation,,,,,,,,,,,,,,,
bio_145,1,v2.11,bak,verb,,singular number,second person,imperative,positive,,,,,,,,,,
bio_145,2,v2.11,dirençli,adjective,,,,,,,,,,,,,,,
bio_145,3,v2.11,ol,verb,accusative,singular number,third person,,positive,past tense,,participle,perfect aspect,,third person,singular number,,,
bio_145,4,v2.11,da,particle,,,,,,,,,,,,,,,
bio_145,5-6,v2.11,,,,,,,,,,,,,,,,,
bio_145,5,v2.11,göster,verb,,,,,positive,,,participle,habitual aspect,,,,,,
bio_145,6,v2.11,y,auxiliary verb,,singular number,second person,,positive,past tense,first hand,,,,,,,,
bio_145,7,v2.11,.,punctuation,,,,,,,,,,,,,,,
bio_1103,1,v2.8,el,noun,accusative,singular number,third person,,,,,,,,third person,singular number,,,
bio_1103,2,v2.8,bel,noun,dative,singular number,third person,,,,,,,,third person,singular number,,,
bio_1103,3,v2.8,götür,noun,,,,,,,,,,,,,,,
bio_1103,4,v2.8,",",punctuation,,,,,,,,,,,,,,,
bio_1103,5,v2.8,karşı,adjective,locative,singular number,third person,,,,,,,,third person,singular number,,,
bio_1103,6,v2.8,fark,noun,nominative,singular number,third person,,,,,,,,,,,,
bio_1103,7,v2.8,et,verb,accusative,singular number,third person,,positive,future tense,,participle,imperfect aspect,,third person,singular number,,,
bio_1103,8,v2.8,bil,verb,ablative,singular number,third person,,positive,past tense,,participle,perfect aspect,,third person,singular number,,,
bio_1103,9,v2.8,çok,adverb,,,,,,,,,,,,,,,
bio_1103,10,v2.8,dikkat,adverb,,,,,,,,,,,,,,,
bio_1103,11,v2.8,davran,verb,,singular number,third person,,positive,present tense,first hand,,habitual aspect,,,,,,
bio_1103,12,v2.8,.,punctuation,,,,,,,,,,,,,,,
bio_1103,1,v2.11,el,noun,accusative,singular number,third person,,,,,,,,third person,singular number,,,
bio_1103,2,v2.11,bel,noun,dative,singular number,third person,,,,,,,,third person,singular number,,,
bio_1103,3,v2.11,götür,verb,locative,singular number,third person,,positive,past tense,,participle,perfect aspect,,third person,singular number,,,
bio_1103,4,v2.11,",",punctuation,,,,,,,,,,,,,,,
bio_1103,5,v2.11,karşı,noun,locative,singular number,third person,,,,,,,,third person,singular number,,,
bio_1103,6,v2.11,fark,noun,nominative,singular number,third person,,,,,,,,,,,,
bio_1103,7,v2.11,et,verb,accusative,singular number,third person,,positive,future tense,,participle,imperfect aspect,,third person,singular number,,,
bio_1103,8,v2.11,bil,verb,ablative,singular number,third person,,positive,past tense,,participle,perfect aspect,,third person,singular number,,,
bio_1103,9,v2.11,çok,adverb,,,,,,,,,,,,,,,
bio_1103,10,v2.11,dikkatli,adverb,,,,,,,,,,,,,,,
bio_1103,11-12,v2.11,,,,,,,,,,,,,,,,,
bio_1103,11,v2.11,davran,verb,,singular number,third person,,positive,present tense,first hand,participle,habitual aspect,,,,,,
bio_1103,12,v2.11,y,auxiliary verb,,singular number,third person,,,past tense,first hand,,perfect aspect,,,,,,
bio_1103,13,v2.11,.,punctuation,,,,,,,,,,,,,,,
bio_1705,1,v2.11,ATATÜRK,proper noun,nominative,singular number,third person,,,,,,,,,,,,
bio_1705,2-3,v2.11,,,,,,,,,,,,,,,,,
bio_1705,2,v2.11,koma,verb,locative,singular number,third person,,,,,,,,,,,,
bio_1705,3,v2.11,y,auxiliary verb,,,,indicative,,present tense,,converb,perfect aspect,,,,,,
bio_1705,4,v2.11,başucu,noun,locative,singular number,third person,,,,,,,,third person,singular number,,,
bio_1705,5,v2.11,doktor,noun,genitive,plural number,third person,,,,,,,,,,,,
bio_1705,6,v2.11,tedavi,noun,nominative,singular number,third person,,,,,,,,,,,,
bio_1705,7,v2.11,kavga,noun,nominative,singular number,third person,,,,,,,,third person,singular number,,,
bio_1705,8-9,v2.11,,,,,,,,,,,,,,,,,
bio_1705,8,v2.11,sürü,verb,,,,,positive,,,participle,imperfect aspect,,,,,,
bio_1705,9,v2.11,y,auxiliary verb,,singular number,third person,,positive,past tense,first hand,,,,,,,,
bio_1705,10,v2.11,.,punctuation,,,,,,,,,,,,,,,
